UMAP_1	UMAP_2	CellType	orig.ident
3.49923150336978	-11.2898797634268	*	adult19
-10.5758713027215	4.23890784948827	*	adult19
-0.793757698473963	-6.97492691308497	*	adult19
-0.501337929604086	6.43699649542333	*	adult19
2.32972018516299	-3.29246422082423	*	adult19
-1.50360853874448	8.41208032339574	*	adult19
-1.21968383991483	7.88805392950536	*	adult19
-0.599174528358015	6.92219928472997	*	adult19
-1.70735765897993	-4.96984478265284	*	adult19
2.00030009544131	-3.49085136682032	*	adult19
-0.807221179803344	8.14551309317113	*	adult19
-0.0054303547120419	8.00534681051732	*	adult19
-3.91512305938962	2.97413614958288	*	adult19
0.292419002416101	-3.82065626412867	*	adult19
0.694906638028589	-5.41685434609889	*	adult19
0.0112953046583805	-6.72848221093653	*	adult19
0.450600192906824	7.09081271856786	*	adult19
-9.66122229301694	4.35729721754552	*	adult19
0.679088876607386	-4.93167539865016	*	adult19
-8.35335142814878	3.96314743727208	*	adult19
-8.85141070091489	3.75929144590856	*	adult19
-10.4318741103387	4.61202672689916	*	adult19
-1.45837016308072	8.6251688358164	*	adult19
-10.088974787829	4.56032279699804	*	adult19
2.52611939704653	-3.86256738931178	*	adult19
1.67065183913943	-3.65197082787989	*	adult19
-2.49422903263334	5.87771371572973	*	adult19
-1.06646819317106	5.93887475698949	*	adult19
-7.48983843528989	4.41012004583837	*	adult19
-2.09889204704526	-4.84295841485499	*	adult19
-10.6116388579583	3.94317630499364	*	adult19
2.13742701804873	-3.043406927886	*	adult19
-7.12004454338315	3.51942495077611	*	adult19
-4.16216523849729	2.34919497936727	*	adult19
-4.68891294204954	6.5701880809641	*	adult19
7.52781407630679	-2.412312472167	*	adult19
8.32303731239077	-1.46377440721034	*	adult19
6.39914767539736	-2.38972541123866	*	adult19
1.5980283478522	-6.18796297341822	*	adult19
1.6409537056708	-5.75353809625148	*	adult19
1.09360246455905	-3.13159843713282	*	adult19
-1.93586905205015	4.63387612074376	*	adult19
2.91431109702822	-10.9984559658193	*	adult19
-0.175782098410162	-4.66463323861598	*	adult19
-3.39438517296079	6.07752708166601	*	adult19
1.02014772689578	-5.45533272058009	*	adult19
-0.0582610508179989	8.02752021521093	*	adult19
8.64373605048892	-1.0954658630514	*	adult19
8.07436959541079	-0.03882571488856	*	adult19
0.695126102330652	-4.35349365502833	*	adult19
8.55704705512759	-1.01279851228236	*	adult19
8.41319577491519	-1.99095555573939	*	adult19
2.46400897300479	-3.47183891564845	*	adult19
-3.89430983268979	2.68876031607152	*	adult19
-8.99376375877622	3.71506479948522	*	adult19
-1.0789306005216	6.19398597448827	*	adult19
-4.440356566546	7.13102010458471	*	adult19
0.500940368535486	-6.5669345501089	*	adult19
-0.196364357111486	6.53733161657811	*	adult19
8.13495461738345	-1.67339416772364	*	adult19
0.868460820081202	-4.20633837014674	*	adult19
1.06211333072421	-3.00436159402369	*	adult19
-1.48375494682554	7.68075326651098	*	adult19
1.22159592902896	-6.18750139504908	*	adult19
-1.02417068087819	6.95529226034643	*	adult19
3.11414854324099	-11.0581225994253	*	adult19
1.91613285339114	-3.68909784585475	*	adult19
-0.410824908850225	6.77450660437108	*	adult19
-8.26006825172666	3.03354898661138	*	adult19
0.358061955335108	-4.00271555215357	*	adult19
0.841696665646997	-3.60362001687525	*	adult19
-1.0893455883241	-3.73984476357936	*	adult19
1.61379043853518	-6.51094242364405	*	adult19
-0.316825224993261	-6.71296306878565	*	adult19
3.05025832450625	-11.717075312438	*	adult19
-4.0150099536157	2.43978134363653	*	adult19
-2.70455153190854	4.87096337049962	*	adult19
8.05560319221255	-0.34853657514094	*	adult19
0.797296092870203	-3.76047226220606	*	adult19
-3.08151824676755	2.89924160212041	*	adult19
-10.6283653517938	4.64949015348913	*	adult19
-2.47417528831724	8.37258580893041	*	adult19
-0.948788239595923	-3.56508394509791	*	adult19
-3.45693547928098	2.56962743967534	*	adult19
-1.77416266405347	8.18277267187597	*	adult19
-3.12626035415891	7.8092189189768	*	adult19
-7.60271055900815	3.26993719309331	*	adult19
5.96639935767886	-2.66624590188502	*	adult19
-1.05767908596757	6.46656612127782	*	adult19
-4.2870817919946	7.291141068635	*	adult19
0.247690246465174	-6.75512501031398	*	adult19
-0.58129179382089	-4.22382255822657	*	adult19
-1.80467344724897	-5.58295389443873	*	adult19
3.15596287048098	-11.6124658229971	*	adult19
-3.37338264190916	2.60205320089818	*	adult19
0.728904769780603	-5.39655014306544	*	adult19
1.95799987113711	-5.0653156879568	*	adult19
-10.1120746871209	4.31003240316869	*	adult19
-0.812835927678714	-3.83560653954981	*	adult19
-4.55998380386594	6.41306165426732	*	adult19
0.0775808552527103	-3.49226995736598	*	adult19
-8.54269106590513	3.58185914724828	*	adult19
-8.76106007301572	3.08934000700475	*	adult19
-0.0578169962144223	-3.59214397698878	*	adult19
3.9074765900397	-11.3015193584585	*	adult19
-7.80410940849546	4.50133517950536	*	adult19
-4.0650964518762	2.205911493001	*	adult19
0.720635340573755	-4.16954466134547	*	adult19
-8.17049677574399	3.6728332397318	*	adult19
2.25668589866397	-5.12011667520045	*	adult19
3.51326148307559	-11.8881291988516	*	adult19
2.62533204353091	-4.0595783832693	*	adult19
-0.659872888562712	6.41187003820897	*	adult19
0.926408098103968	-4.07579895287989	*	adult19
1.98758857047793	-4.82164951592921	*	adult19
0.0704842666411075	-7.06611629754542	*	adult19
-8.25546152794126	3.1789572593546	*	adult19
-3.9816265841699	7.56580785482885	*	adult19
-2.80750425064329	7.98983672827245	*	adult19
0.388147399785486	-6.52003856927394	*	adult19
-4.00772435867551	2.81187001436712	*	adult19
4.15468900001284	-4.98311134606837	*	adult19
-10.2130516310907	4.75757483213903	*	adult19
0.858035371663538	-4.28838011056422	*	adult19
-1.33657146894697	8.13646033972265	*	adult19
-4.09133870804075	4.74270299643041	*	adult19
-1.67422045671705	4.75726345747472	*	adult19
-0.823247956087324	6.60864928930761	*	adult19
-7.99017794334653	3.8777003642893	*	adult19
-4.22400267326597	6.46978906363012	*	adult19
-0.7798150581992	-6.14939066201686	*	adult19
1.13554231918093	-3.21972938806056	*	adult19
0.955283568265406	-4.34411808282374	*	adult19
-7.50352223121885	4.54332951277257	*	adult19
-0.0593513389802304	7.35138276785375	*	adult19
-4.67564208709958	6.52971700399877	*	adult19
2.41924254691836	-4.21515175134181	*	adult19
0.90885047710177	-4.16954799920558	*	adult19
0.429457233312098	6.69345477789403	*	adult19
-0.967695726988348	8.36990550726415	*	adult19
2.87246386802432	-10.7588271740103	*	adult19
-0.602055787084135	7.5352669116831	*	adult19
1.04961137569186	-4.546674216094	*	adult19
0.618872330548731	-4.48751493722438	*	adult19
-0.844223902536067	-3.91840168267726	*	adult19
-4.50117857658628	7.21420863836767	*	adult19
2.64650480544802	-4.0872940662527	*	adult19
-9.72293837272886	4.09086564749242	*	adult19
-1.24280585253004	-6.87283607751368	*	adult19
1.95080082214114	-3.78416248589991	*	adult19
-1.13381315672162	8.39554456442357	*	adult19
-1.26057411634687	5.05301073759557	*	adult19
-3.07220490181211	5.27173165052892	*	adult19
-8.43350298607114	3.25086990564824	*	adult19
3.42624728477236	-12.08561321527	*	adult19
-9.49137003624204	3.98720697134496	*	adult19
-8.06001217567685	3.38126352995397	*	adult19
2.36617176330325	-4.66212269097804	*	adult19
-0.696227996585402	7.25703147619726	*	adult19
1.45618192947146	-3.76154514581202	*	adult19
-0.0904599567628231	7.41740421026708	*	adult19
3.64686076438662	-1.56911178857325	*	adult19
-3.80574138366941	3.01402906149389	*	adult19
7.88726823127505	-0.843582356276499	*	adult19
-7.03065951072935	3.53800562590123	*	adult19
0.950121925237146	-3.81212326318263	*	adult19
1.75892131126162	-4.164829218688	*	adult19
3.32708565986392	-11.8200034740591	*	adult19
-3.0780814429498	7.99014953344823	*	adult19
1.5259417752051	-5.64128252297877	*	adult19
-4.27520139419797	4.53218630522252	*	adult19
8.25052087104556	-1.45840283662318	*	adult19
-4.47928173744443	7.1301155444956	*	adult19
2.75977461135623	-3.95935150414942	*	adult19
0.626224325063196	7.02698043554784	*	adult19
-0.960246204373869	7.81897262304784	*	adult19
-0.756219013569387	6.08851054876806	*	adult19
3.60759751594302	-11.1186074855947	*	adult19
0.793299839856592	-4.70684429437159	*	adult19
3.44410483634707	-11.3237819317007	*	adult19
-10.0613935729242	3.10981503695012	*	adult19
-0.268483950731787	8.27153876989843	*	adult19
-4.09770901405576	2.45417783230306	*	adult19
-7.57125599586728	3.63702062338353	*	adult19
-2.37153024875883	4.59786776274206	*	adult19
-4.68123800956968	4.44784001081945	*	adult19
-8.56238062584165	3.3269293662882	*	adult19
-1.76654465400937	-4.49852939874171	*	adult19
0.187997863652674	-4.98097654611109	*	adult19
-2.30600030624631	5.52386549681188	*	adult19
-2.32780618870023	8.1217770931101	*	adult19
0.382412240865198	-4.70982023507594	*	adult19
1.45191972053286	-6.08546921044825	*	adult19
1.35018126762148	-3.19773670464991	*	adult19
-9.97416956627134	3.24580923288823	*	adult19
1.02599458492037	-5.9832410457754	*	adult19
-0.653065129158529	-7.14007564813136	*	adult19
-2.98706515037778	5.00510314672948	*	adult19
-3.41624171936277	7.97482589453222	*	adult19
-1.67332585060361	8.16573671072484	*	adult19
-0.444551452038321	-6.06801887780665	*	adult19
-3.52328045570615	3.26565602987768	*	adult19
-0.243409945604834	-5.30665537148951	*	adult19
0.67638354099032	-5.08468242913722	*	adult19
-4.18790323936704	3.55371621817113	*	adult19
-2.12474258148435	-4.05135341912745	*	adult19
-0.61845333778623	-3.89492222100733	*	adult19
-4.05352266037229	2.31054857939245	*	adult19
0.174255774381128	-3.49765392571925	*	adult19
0.086062953832117	-6.88491340905665	*	adult19
1.99041168487307	-3.81468292504786	*	adult19
2.89523570335147	-10.7989968898916	*	adult19
-1.68428935014966	4.96793965071203	*	adult19
3.20647685325381	-12.286878550353	*	adult19
-8.42968304359678	3.63496044844152	*	adult19
0.184200690152613	-5.14829489022731	*	adult19
-1.50328625643018	7.14936546057226	*	adult19
0.373056934239832	7.49582723349096	*	adult19
-7.63706762993101	3.45091716021062	*	adult19
8.29030911720034	-0.918589794936167	*	adult19
-4.31220753395322	5.50979546278478	*	adult19
0.505744264485804	-4.72805162698268	*	adult19
-1.70982940399412	5.26164725988866	*	adult19
3.95765559470889	-1.47979780465602	*	adult19
-0.285853995916876	-6.1362065914297	*	adult19
1.02730898654696	-6.46319290429591	*	adult19
-3.94324619972471	7.40134910315038	*	adult19
5.98496262824771	-2.70653816491603	*	adult19
-1.61905409300092	-3.97583099633692	*	adult19
1.04897169864413	-4.88035866052149	*	adult19
3.2401067475104	-11.4822339656973	*	adult19
6.11325137412783	-2.67286583215235	*	adult19
-0.270355953810247	-6.85890575677394	*	adult19
-4.61175067627195	6.2837701198435	*	adult19
-2.22844417297605	5.42384842604162	*	adult19
2.73587028777834	-4.94853588372706	*	adult19
5.67266099250552	0.29310194223882	*	adult19
-1.91488344871763	7.83193687170507	*	adult19
-10.193316294787	4.57326534956456	*	adult19
-8.73448689186338	3.53859094351293	*	adult19
-1.79846562349561	8.28143123358251	*	adult19
0.670373843076197	-4.26808973580836	*	adult19
-10.3843553801751	4.58252576559545	*	adult19
-8.50779040062192	3.78347257345678	*	adult19
-2.02119620048765	7.33694413870336	*	adult19
-8.82801706993345	3.05272272795202	*	adult19
-0.754476345119509	-7.11367508203028	*	adult19
1.28849999702212	-3.61805864602564	*	adult19
3.86351792609927	-11.5775060299063	*	adult19
-0.0176345249390927	7.02113536566259	*	adult19
-0.423083408710989	-3.60519691735743	*	adult19
8.16056077277896	0.119337951836599	*	adult19
-10.5524175902582	4.15613487928869	*	adult19
-1.14973024928335	-3.61167475015162	*	adult19
-0.538543238279852	-3.66670080453395	*	adult19
-2.1666360636926	-3.22878547936915	*	adult19
-7.0633919974542	3.48700145452977	*	adult19
-0.311529411909613	7.83791736334325	*	adult19
3.36654202735659	-11.3839273098135	*	adult19
2.8750309208655	-2.44511457711695	*	adult19
-4.73139078819517	3.96183065145971	*	adult19
0.345566676022974	6.77308896749975	*	adult19
-6.78916771614316	3.71027282446386	*	adult19
-3.76279909813169	2.1703548189974	*	adult19
3.20995442664858	-11.9572171810293	*	adult19
-4.57052881920102	3.87275651663305	*	adult19
1.7144035557532	-3.41163393289088	*	adult19
2.12609283721682	-3.10392376214503	*	adult19
-4.75118262970212	6.93130878180028	*	adult19
-1.90561766826871	7.99457076757909	*	adult19
0.156742678048578	7.16508058279516	*	adult19
2.52890317237612	-5.28573080331324	*	adult19
2.20495836532351	-3.46482130319117	*	adult19
-4.19754011833433	7.57461026876928	*	adult19
1.07444124019381	-4.76965090066432	*	adult19
-0.936125828859839	5.58261254995824	*	adult19
3.62219207084414	-1.48724838525294	*	adult19
3.44645135200259	-12.1699609401846	*	adult19
-8.51414950096372	3.74324182241918	*	adult19
8.26157586372134	-0.385864699187266	*	adult19
0.0778139690184269	7.75397733419896	*	adult19
6.0145265320563	-0.0424089077138774	*	adult19
0.869257495763269	-5.12665792733668	*	adult19
-3.55855949127439	2.32242772549154	*	adult19
-0.724619894263777	-3.45179220468043	*	adult19
-0.464222385523352	7.04477790564061	*	adult19
2.26053635871646	-3.65237900048731	*	adult19
-0.427992298243078	-3.53399225503443	*	adult19
2.46159426963564	-5.05151220590113	*	adult19
-10.2118147155023	3.42637804716588	*	adult19
-0.641341491577658	7.76267055243017	*	adult19
-0.00200767719510464	6.67453292578222	*	adult19
0.361347482564417	-6.64097973138331	*	adult19
-1.47151411974195	-4.25643583566188	*	adult19
1.56957738197085	-4.11888548165797	*	adult19
2.39160387313601	-4.09729858666896	*	adult19
1.08411781585452	-5.06250711709498	*	adult19
3.24736325538394	-2.50329300195216	*	adult19
-2.0757358809686	7.18330768316747	*	adult19
-0.424670799610647	-6.67697521478175	*	adult19
7.35031049049136	-2.41886111527919	*	adult19
5.55813853538272	0.416512167153371	*	adult19
-1.72652573787931	-4.08148857385157	*	adult19
-3.66811711990598	7.32160762518407	*	adult19
-7.99530012809995	3.52983311384679	*	adult19
-3.74173052513364	2.59528282850744	*	adult19
1.55416314399478	-4.95721908837794	*	adult19
0.319578097226587	-3.65537830621241	*	adult19
2.22195999419924	-4.25941749841212	*	adult19
-3.65605099403623	5.02663973539831	*	adult19
-2.28469474518064	5.63340429037572	*	adult19
-7.02414162361387	4.22557095259191	*	adult19
2.45519726073977	-3.22826715737818	*	adult19
-0.450038298008474	-3.8661231640005	*	adult19
1.5115010002875	-4.38318296700953	*	adult19
0.0671493271612796	6.44378951757909	*	adult19
-4.6065934439874	6.96889451712133	*	adult19
-4.18813140594724	5.57949832647802	*	adult19
0.678117082478968	-3.53181644708155	*	adult19
0.443039224507776	-5.84323879510401	*	adult19
-10.297470881579	3.83537152975561	*	adult19
-0.677542014954123	-7.02814670831202	*	adult19
-9.98555166923765	3.86134055822851	*	adult19
-0.148636116621527	-3.74912830621241	*	adult19
1.80374257362124	-4.73663708001612	*	adult19
2.36147300994631	-3.65598579675196	*	adult19
-0.169530942080053	-7.26419159204005	*	adult19
2.13519828117129	-4.74822660714625	*	adult19
-0.546401484844717	-3.96382948190211	*	adult19
-2.29785664283994	5.25236824720861	*	adult19
-2.50336070263151	7.97440293997289	*	adult19
-1.62174083196882	8.32082322805883	*	adult19
2.16880934036013	-3.26076265603541	*	adult19
1.95940677917239	-4.92395492822169	*	adult19
1.44179336822268	-3.40625044137477	*	adult19
-4.07735903465513	7.48591474264623	*	adult19
-0.193123414156469	-3.8895754459524	*	adult19
-5.93717653953794	3.34095576971532	*	adult19
-2.06725807392362	4.50840190618993	*	adult19
-2.09528954231504	-4.44322725564479	*	adult19
1.82149474418398	-5.99668642312525	*	adult19
-0.117607965109381	7.60829786032201	*	adult19
-3.54269988739255	5.03497842520238	*	adult19
0.273255393865076	6.73821405142309	*	adult19
2.90288178718325	-10.9530381801748	*	adult19
2.91751425063845	-4.03812500268458	*	adult19
-1.35988630258802	4.86666897505285	*	adult19
9.25434701240298	-0.505476439299571	*	adult19
0.12739090717074	6.57365897863866	*	adult19
1.1766678551459	-5.65067955285548	*	adult19
-2.18385381901029	8.02967122763158	*	adult19
-10.4017027159906	4.57378462522985	*	adult19
1.73481600082156	-4.97030779153346	*	adult19
2.27701179778811	-3.7592420223379	*	adult19
-0.816319081558357	-3.70803352624415	*	adult19
-1.45567794048551	-4.18379589349269	*	adult19
2.11057584083315	-4.87042995721339	*	adult19
-9.80836565696958	3.07304636209966	*	adult19
-7.45540793144468	4.0834560748911	*	adult19
0.834592984082666	-6.65393158227442	*	adult19
1.15997473991152	-6.51073929101466	*	adult19
1.62875716483828	-4.18174310952662	*	adult19
-1.2666296204305	-5.79030271798609	*	adult19
1.50437729156252	-5.44424005776881	*	adult19
-10.2467115660882	3.6993544456339	*	adult19
-9.0989578505731	3.01654533117772	*	adult19
-0.611409767506155	7.3882656452036	*	adult19
-3.91725952827695	2.31406865089895	*	adult19
-3.70378143989805	7.19579318731786	*	adult19
-10.2261074324823	4.73842982023717	*	adult19
-1.13465814196828	7.91383889883519	*	adult19
8.40488927161929	-1.68649193078517	*	adult19
4.91478411948916	-5.02345606118678	*	adult19
-0.301560773489508	7.36486152380468	*	adult19
-1.1313882311559	8.1014175769663	*	adult19
-0.136370613215002	-7.32682606011866	*	adult19
3.99425046241519	-11.2748965862417	*	adult19
1.68556682861086	-5.48878999978541	*	adult19
-0.922530337212118	-5.48455520898341	*	adult19
1.06165616309878	-3.70237013131617	*	adult19
-0.456631495592627	7.10949996679784	*	adult19
1.39134971893069	-6.3502859714651	*	adult19
1.26178757941958	-5.8391136768484	*	adult19
1.98371283805605	-4.90397115975856	*	adult19
-3.66999561989072	2.31035587757589	*	adult19
-9.76022608482602	4.10591653555394	*	adult19
-3.93775875770811	2.14890626638891	*	adult19
-8.28247769081357	3.51519802778722	*	adult19
-4.89283402168516	6.88060430258275	*	adult19
-1.19155262315038	7.37882379263402	*	adult19
-1.07827021085981	-7.13977905541896	*	adult19
-0.336606397268805	7.54717878073217	*	adult19
-0.798497428161534	-3.78247019082545	*	adult19
-8.78532870018247	4.31502608030797	*	adult19
2.40681211745974	-5.47499223977564	*	adult19
1.60247914588687	-4.12184664041041	*	adult19
0.675781414868799	-4.79307838708399	*	adult19
-1.18023930394414	8.30277398794652	*	adult19
-8.29733975136045	3.17471972673894	*	adult19
1.19329278266665	-6.17730518609523	*	adult19
5.45392291343447	-2.10408731729029	*	adult19
2.42229049003359	-5.47001215249537	*	adult19
-10.6144092818475	4.5168547984934	*	adult19
-2.99197251999143	6.36189655035497	*	adult19
0.143348262670008	-3.78883978158473	*	adult19
-2.98590500557187	7.40413955420019	*	adult19
-2.4513222714639	5.46132234304906	*	adult19
0.648714111211267	-5.54844089776515	*	adult19
-2.38679869377378	7.94379476278783	*	adult19
3.52756993568179	-11.452071154418	*	adult19
1.22354762351748	-4.65543838769435	*	adult19
-10.0660494109369	3.95033291548253	*	adult19
-4.1587277194238	5.73124841421605	*	adult19
0.200483248593775	7.71969989508153	*	adult19
0.780418799283472	-5.94296499520777	*	adult19
0.844565794827906	-5.14184328347682	*	adult19
0.530922220113245	-3.94463106423854	*	adult19
2.36256973541018	-3.94820638925074	*	adult19
-1.20551799142126	8.53154376715185	*	adult19
2.1288584927344	-3.79486461907862	*	adult19
-0.477128698465857	-6.80558868676661	*	adult19
-10.4743812819696	4.49246314733983	*	adult19
-9.72581942283872	3.05283073156835	*	adult19
0.318715260388819	-6.48498150140284	*	adult19
-8.60987646782163	4.17802504271032	*	adult19
-0.974968283412489	-3.83151241570948	*	adult19
2.41795770919558	-4.5114655140066	*	adult19
3.94673697746035	-1.35491725236415	*	adult19
-7.23929293358091	4.34087280004979	*	adult19
1.48889701164004	-4.6303848865652	*	adult19
1.27110283172366	-3.12515207559107	*	adult19
5.63533608711001	0.338051235375417	*	adult19
-2.0218789120889	4.64112166136266	*	adult19
2.7092389324927	-3.43906208306788	*	adult19
3.87266986167666	-1.42655082971095	*	adult19
-1.40039427482847	8.32003644674779	*	adult19
1.69039861953494	-5.62215038568019	*	adult19
-2.09445650779966	4.68076184957982	*	adult19
9.04307095802065	-0.608153546156871	*	adult19
2.34748379981753	-5.90401073724269	*	adult19
6.80571906364199	-3.52765461236476	*	adult19
5.56829516685244	0.11376229494573	*	adult19
-4.10945399009946	7.55544856756688	*	adult19
7.53075425422427	-1.54962989121913	*	adult19
-1.42981882297758	-3.64217134744166	*	adult19
-0.160909726259741	7.53504995077611	*	adult19
0.206305549504724	-6.27575870782374	*	adult19
-8.07818587028745	4.38612822264196	*	adult19
-1.10314197742704	7.60944560736181	*	adult19
-10.5824659606195	3.63183406561376	*	adult19
-7.49492104255918	3.38309291571142	*	adult19
4.13254658973452	-1.45221539765834	*	adult19
-10.5448721190667	3.60110000341894	*	adult19
8.58228223121401	-1.30148621827601	*	adult19
1.25535671508547	-5.42298551827906	*	adult19
1.55784599578616	-4.01395698815821	*	adult19
-1.91783089840177	8.44187453955175	*	adult19
-1.54794354641202	7.78811982840062	*	adult19
-7.18888123237851	3.71881560057165	*	adult19
-1.90664894783262	5.12387875288488	*	adult19
1.06796996391055	-3.60504528314112	*	adult19
3.13122861182925	-11.0367374065542	*	adult19
0.844469831349817	-3.30640836984156	*	adult19
2.03981439864871	-5.09948154717921	*	adult19
8.34154336250064	-1.18312760621546	*	adult19
-1.72978211843732	8.56679109304906	*	adult19
